Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,11,193405,BHAWANI MARKETING PVT.LTD,25-Jul-2023 04:26 PM,Rejected-Technical,"Rejected, as already empanelled",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,12,193382,Brainlite Education Solutions Private Limited,26-Jul-2023 04:57 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,13,193254,DCI Multi Skills Pvt Ltd,28-Jul-2023 12:09 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,14,193834,E-Herex Technologies Pvt Ltd,28-Jul-2023 07:12 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,15,193690,Excellent Skill Academy,28-Jul-2023 11:53 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,16,193914,FARAJI CONSTRUCTION PRIVATE LIMITED,29-Jul-2023 01:58 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,17,193852,GLOBLE VOCATIONAL TRAINING INSTITUTE,29-Jul-2023 01:57 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,18,193822,GOURAB KUMAR AGARWAL,28-Jul-2023 06:46 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,19,193597,Hindustan Latex Family Planning Promotion Trust (HLFPPT),27-Jul-2023 05:15 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,20,193890,Indianeers Media Private Limited,29-Jul-2023 12:59 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,21,193802,INNOVISION LIMITED,29-Jul-2023 12:37 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,22,193407,ITRC Technologies Pvt. Ltd.,29-Jul-2023 01:32 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,23,193791,JAZZY,28-Jul-2023 03:06 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,24,193871,jobhut,29-Jul-2023 11:58 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,25,193851,LAXMI NARAYAN EDUCATION AND CHARITABLE TRUST,29-Jul-2023 03:57 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,26,193799,Lok Bharti Skilling Solutions Pvt Ltd,28-Jul-2023 04:40 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,27,193599,Madhyanchal Utkarsh Bahuuddeshiya Vikas Samiti,29-Jul-2023 02:07 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,28,193818,Medhavi Foundation,28-Jul-2023 04:54 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,29,192750,NER EMPOWERMENT FOUNDATION,28-Jul-2023 03:58 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,30,192855,NITANAND SHIKSHA SAMITI,26-Jul-2023 02:34 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,31,192278,Padmaranjeeta Education Trust,29-Jul-2023 11:47 AM,Accepted-AOC,Qualified,18-Nov-2023 03:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,32,193820,PAS PROJECTS PRIVATE LIMITED,28-Jul-2023 06:11 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,33,192474,Prabhodita Services India Pvt Ltd,20-Jul-2023 05:29 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,34,191657,QUIVAN SKILL EMPOWERMENT PVT. LTD.,25-Jul-2023 05:25 PM,Accepted-AOC,Qualified,18-Nov-2023 03:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,35,193849,Reliablevocational Training Institute Pvt. Ltd.,29-Jul-2023 01:40 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,36,193083,Right to Education Private Limited,22-Jul-2023 07:24 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,37,193887,Rohstoffe International Private Limited,29-Jul-2023 12:53 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,38,193692,Route To Connect,28-Jul-2023 08:50 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,39,193869,Safeducate Learning Private Limited,29-Jul-2023 12:17 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,40,193854,Sarthak Society for HUman Development,29-Jul-2023 01:23 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,41,193741,SHIKSHA EVAM KALYAN SAMITI,29-Jul-2023 01:25 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,42,193821,SHIVA SHAKTHI MAHILA RURAL AND URBAN DEVELOPMENT ASSOCIATION,29-Jul-2023 12:42 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,43,193400,SIDH TRADING PRIVATE LIMITED,27-Jul-2023 02:50 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,44,193755,Skills Root Edu Tech Consulting India Pvt. Ltd.,29-Jul-2023 12:55 PM,Accepted-AOC,Qualified,18-Nov-2023 03:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,45,192910,SUSHIL BAHUUDDESHIYA SHIKSHAN SANSTHA,27-Jul-2023 03:35 PM,Rejected-Technical,"Rejected, as already empanelled",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,46,193641,THE SOCIAL FOUNDATION,28-Jul-2023 01:28 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,47,193623,Thredz Information TEchnology Pvt Ltd,28-Jul-2023 09:46 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,48,193421,Ultimate Energy Resource Pvt Ltd,29-Jul-2023 10:58 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,49,193328,Valeur Fabtex Private Limited,29-Jul-2023 11:25 AM,Rejected-Technical,"Rejected, as already empanelled",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,50,193138,VIDYAM SKILLS LLP,25-Jul-2023 05:54 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,51,193826,VIR SUBHASHCHANDRA BOSE SEVA SANSTHA,29-Jul-2023 11:10 AM,Accepted-AOC,Qualified,18-Nov-2023 03:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,52,193393,VIVO SKILLS and TRAINING,27-Jul-2023 04:49 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,53,193861,Vocman India Private Limited,29-Jul-2023 10:08 AM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,54,193720,Xine It Brains Pvt Ltd,29-Jul-2023 12:29 PM,Rejected-Technical,"Rejected, as qualification criteria are not met",18-Nov-2023 03:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC
