Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,189021.0,GarudaUAV Soft Solutions Pvt Ltd,05-Jul-2023 01:34 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,11.0,188250.0,Prismatica Consultancy Pvt Ltd,"9,20,344.25",L8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,187940.0,"HRP Infra Pvt. Ltd,",20-Jun-2023 02:50 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,12.0,188416.0,Indrones Solutions Pvt Ltd,"10,50,078.75",L9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,188416.0,Indrones Solutions Pvt Ltd,05-Jul-2023 01:40 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,13.0,188458.0,CESTA Enterprise,"10,91,825.00",L10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,188053.0,Inventgrid India Private Limited,21-Jun-2023 01:49 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,14.0,188521.0,Ramatha Enterprises,"55,23,350.00",L20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,188526.0,Keystone Ventures,28-Jun-2023 11:03 AM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,15.0,188526.0,Keystone Ventures,"73,85,875.00",L21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,188555.0,MATRIX GEO SOLUTIONS PVT LTD,28-Jun-2023 02:24 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,16.0,188555.0,MATRIX GEO SOLUTIONS PVT LTD,"19,52,440.00",L15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,188649.0,Mr. Vipul Bhati,05-Jul-2023 10:55 AM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,17.0,188608.0,Stesalit Systems Limited,"8,01,528.00",L4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,188250.0,Prismatica Consultancy Pvt Ltd,03-Jul-2023 01:10 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,18.0,188649.0,Mr. Vipul Bhati,"6,66,655.50",L2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,187969.0,Pusshney Infrastructure & Consultancy Services Pvt. Ltd.,21-Jun-2023 11:59 AM,Rejected-Technical,Evaluated and found to be Non-Responsive,08-Mar-2024 07:41 PM,,,,,,,,,,,,,19.0,188902.0,DroneAcharya Aerial innovayions Limited,"19,90,975.00",L16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,188521.0,Ramatha Enterprises,28-Jun-2023 10:56 AM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,20.0,188976.0,C. E. INFO SYSTEMS LIMITED,"12,52,387.50",L12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,188232.0,REELON,28-Jun-2023 12:41 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,21.0,189021.0,GarudaUAV Soft Solutions Pvt Ltd,"8,02,812.50",L5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,188004.0,SAPTRISHI CONSULTANCY SERVICES LIMITED,01-Jul-2023 07:05 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,22.0,189059.0,TECHNO ESSENCE SOLUTIONS PRIVATE LIMITED,"12,17,063.75",L11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,188608.0,Stesalit Systems Limited,29-Jun-2023 01:35 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,189059.0,TECHNO ESSENCE SOLUTIONS PRIVATE LIMITED,05-Jul-2023 01:34 PM,Rejected-Finance,Evaluated but quoted rate is higher than lowest quoted substantially responsive Bidder.,11-Sep-2024 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023_WREAP_31097_1,FREMAA(P)/TECH/09/ADB/2023,Orthomosaic drone survey under CRBIFRERMP
