Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,60,182082,ROYAL THRESHERS & IMPLEMENTS,05-Apr-2023 08:26 PM,Rejected-Technical,As per DBC minutes7,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,61,181340,SARDHARA ENGINE MANUFACTURERS,03-Apr-2023 12:03 PM,Rejected-Technical,As per DBC minutes2,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,62,181847,SHAKTIMAN GRIMME ROOT CROP SOLUTIONS PRIVATE LIMITED,03-Apr-2023 05:34 PM,Rejected-Technical,As per DBC minutes4,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,63,182199,SHB AGRO POWER INDIA PVT LTD,04-Apr-2023 07:04 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,64,184482,SHREE RAM ELECTRIC CO,24-Apr-2023 12:33 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,65,184139,SIMPSON AND COMPANY LIMITED,24-Apr-2023 10:38 AM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,66,181870,"SONALIKA INDUSTRIES, A UNIT OF ICML",03-Apr-2023 01:39 PM,Rejected-Technical,As per DBC minutes5,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,67,182037,SUN AGRO,03-Apr-2023 03:18 PM,Rejected-Technical,As per DBC minutes6,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,68,183355,SUPER NEW PUNJAB ENGINEERING WORKS,20-Apr-2023 05:18 PM,Rejected-Technical,As per DBC minutes17,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,69,182178,Surjeet Agriculture Industries,22-Apr-2023 02:11 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,70,181809,Tirth Agro Technology Private Limited,04-Apr-2023 09:26 AM,Rejected-Technical,As per DBC minutes3,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,71,184439,TSI Engineering Industries Pvt. Ltd.,24-Apr-2023 11:15 AM,Rejected-Technical,As per DBC minutes28,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,72,183518,UNISON ENGG INDUSTRIES,24-Apr-2023 08:41 AM,Rejected-Technical,As per DBC minutes19,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,73,181319,VARDHMAN AGENCIES,10-Apr-2023 11:41 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,74,181266,VARSHAA AGRO MACH ENGG PVT LTD,01-Apr-2023 12:50 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,75,182605,VASUNDHARA KRISHI YANTRA,08-Apr-2023 03:26 PM,Rejected-Technical,As per DBC minutes15,29-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,76,184310,VISHWAKARMA AGRICULTURAL WORKS,22-Apr-2023 07:57 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,77,181758,VSM INTERNATIONAL PRIVATE LIMITED,31-Mar-2023 04:51 PM,Rejected-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,78,184140,VST TILLERS TRACTORS LTD,23-Apr-2023 05:48 PM,Accepted-AOC,As per DBC minutes,20-Jun-2024 04:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
